context,conversation_turn,score
"Facet: Risktaking; Definition: Risktaking refers to the willingness to engage in behaviors that have uncertain outcomes, where potential gains are accompanied by potential losses or negative consequences.; Rubric: 1: Averse | 2: Cautious | 3: Balanced | 4: Adventurous | 5: Daring","I usually stick to the safest option, even if it means missing out on bigger opportunities.",1
"Facet: Eco-tourism trips; Definition: Eco-tourism trips refer to responsible travel to natural areas that conserves the environment, sustains the well-being of the local people, and involves interpretation and education. It emphasizes minimizing negative impacts while maximizing positive social, economic, and environmental benefits.; Rubric: 1: Unaware | 2: Passive | 3: Mindful | 4: Engaged | 5: Dedicated","For my last vacation, I specifically looked for a tour operator that mentioned supporting local communities and minimizing waste, even if it meant a slightly higher cost.",3
"Facet: Eco-tourism trips; Definition: Eco-tourism trips refer to responsible travel to natural areas that conserves the environment, sustains the well-being of the local people, and involves interpretation and education. It emphasizes minimizing negative impacts while maximizing positive social, economic, and environmental benefits.; Rubric: 1: Unaware | 2: Passive | 3: Mindful | 4: Engaged | 5: Dedicated","My family and I just returned from a trip where we stayed at an eco-lodge, participated in a coral reef restoration project, and learned about the local culture from indigenous guides.",4
"Facet: Eco-tourism trips; Definition: Eco-tourism trips refer to responsible travel to natural areas that conserves the environment, sustains the well-being of the local people, and involves interpretation and education. It emphasizes minimizing negative impacts while maximizing positive social, economic, and environmental benefits.; Rubric: 1: Unaware | 2: Passive | 3: Mindful | 4: Engaged | 5: Dedicated","I meticulously research the environmental and social impact of every component of my trips, exclusively using certified eco-tour operators and offsetting my carbon footprint, often volunteering for conservation efforts during my stay.",5
"Facet: Chivalrousness; Definition: Chivalrousness is a behavioral facet characterized by courtesy, honor, generosity, and a protective disposition, often directed towards others, particularly those perceived as vulnerable or in need, and typically involving a willingness to act for their benefit or defense.; Rubric: 1: Disregardful | 2: Perfunctory | 3: Situationally Polite | 4: Proactively Helpful | 5: Self-Sacrificing","He just walked right past the person struggling with their groceries without even a glance, completely focused on his phone.",1
"Facet: Chivalrousness; Definition: Chivalrousness is a behavioral facet characterized by courtesy, honor, generosity, and a protective disposition, often directed towards others, particularly those perceived as vulnerable or in need, and typically involving a willingness to act for their benefit or defense.; Rubric: 1: Disregardful | 2: Perfunctory | 3: Situationally Polite | 4: Proactively Helpful | 5: Self-Sacrificing","He held the door open, but only after someone else pointed out that it was about to close on the next person.",2
"Facet: Chivalrousness; Definition: Chivalrousness is a behavioral facet characterized by courtesy, honor, generosity, and a protective disposition, often directed towards others, particularly those perceived as vulnerable or in need, and typically involving a willingness to act for their benefit or defense.; Rubric: 1: Disregardful | 2: Perfunctory | 3: Situationally Polite | 4: Proactively Helpful | 5: Self-Sacrificing","When his date arrived, he stood up and pulled out her chair, as he usually does in formal settings.",3
"Facet: Chivalrousness; Definition: Chivalrousness is a behavioral facet characterized by courtesy, honor, generosity, and a protective disposition, often directed towards others, particularly those perceived as vulnerable or in need, and typically involving a willingness to act for their benefit or defense.; Rubric: 1: Disregardful | 2: Perfunctory | 3: Situationally Polite | 4: Proactively Helpful | 5: Self-Sacrificing","Seeing an elderly person trying to reach a high shelf, he immediately offered to help them get what they needed.",4
"Facet: Chivalrousness; Definition: Chivalrousness is a behavioral facet characterized by courtesy, honor, generosity, and a protective disposition, often directed towards others, particularly those perceived as vulnerable or in need, and typically involving a willingness to act for their benefit or defense.; Rubric: 1: Disregardful | 2: Perfunctory | 3: Situationally Polite | 4: Proactively Helpful | 5: Self-Sacrificing","Without a second thought, he stepped between the stranger and the aggressive dog, putting himself at risk to protect them.",5
"Facet: Pilgrimage participation count; Definition: The total number of distinct journeys an individual has undertaken to a sacred site or destination, typically for religious, spiritual, or personal transformative reasons, often involving a significant physical or spiritual effort.; Rubric: 1: None | 2: Seldom | 3: Moderate | 4: Regular | 5: Extensive","I've always been interested in pilgrimages, but I haven't had the opportunity to go on one myself yet.",1
"Facet: Pilgrimage participation count; Definition: The total number of distinct journeys an individual has undertaken to a sacred site or destination, typically for religious, spiritual, or personal transformative reasons, often involving a significant physical or spiritual effort.; Rubric: 1: None | 2: Seldom | 3: Moderate | 4: Regular | 5: Extensive","I participated in a pilgrimage to a local shrine once, many years ago, but it's been my only experience.",2
"Facet: Pilgrimage participation count; Definition: The total number of distinct journeys an individual has undertaken to a sacred site or destination, typically for religious, spiritual, or personal transformative reasons, often involving a significant physical or spiritual effort.; Rubric: 1: None | 2: Seldom | 3: Moderate | 4: Regular | 5: Extensive","Over the years, I've joined a few different pilgrimages, maybe three or four, often with my church group.",3
"Facet: Pilgrimage participation count; Definition: The total number of distinct journeys an individual has undertaken to a sacred site or destination, typically for religious, spiritual, or personal transformative reasons, often involving a significant physical or spiritual effort.; Rubric: 1: None | 2: Seldom | 3: Moderate | 4: Regular | 5: Extensive","I make an effort to go on a pilgrimage almost every other year, exploring different sacred sites around the world.",4
